tract_geoid,state_fips,county_fips,travel_minutes,population_total,travel_minutes_ground,scenario
01055010800,01,01055,3008.7269579567933,2726,3008.7269579567933,ground_only
01055010900,01,01055,2997.6732522057255,2083,2997.6732522057255,ground_only
01055011001,01,01055,2990.3267804386032,4570,2990.3267804386032,ground_only
01055011002,01,01055,2980.7974937920426,5306,2980.7974937920426,ground_only
01055011100,01,01055,2971.034249234541,4784,2971.034249234541,ground_only
01055011200,01,01055,3005.1193681149402,2580,3005.1193681149402,ground_only
01057020000,01,01057,2815.3740448243675,1361,2815.3740448243675,ground_only
01057020100,01,01057,2793.1789170074812,3133,2793.1789170074812,ground_only
01057020200,01,01057,2788.6362707077765,4437,2788.6362707077765,ground_only
01057020300,01,01057,2799.2083297460094,3847,2799.2083297460094,ground_only
01057020400,01,01057,2821.2447471384075,3519,2821.2447471384075,ground_only
