origin_id,destination_id,duration_min,valhalla_status_code,valhalla_error,origin_lat,origin_lon,destination_lat,destination_lon
32015,6880130,inf,,,40.21164892060056,-116.92909473002794,39.52394552,-119.7947324
32015,6820040,inf,,,40.21164892060056,-116.92909473002794,43.61380122,-116.2537096
32015,6820084,inf,,,40.21164892060056,-116.92909473002794,43.61249998,-116.1926974
32017,6880071,inf,,,37.82610405384957,-114.7685191157089,36.15899202,-115.1674611
32017,6880069,inf,,,37.82610405384957,-114.7685191157089,36.13194658,-115.1367957
32017,6870220,inf,,,37.82610405384957,-114.7685191157089,40.24714479,-111.6673423
32019,6932645,inf,,,39.3455992679364,-119.30549637359637,38.7662164,-121.2493273
32019,6930037,inf,,,39.3455992679364,-119.30549637359637,38.66805719,-121.3138975
32027,6880130,inf,,,40.439639,-118.40947649999998,39.52394552,-119.7947324
32027,6930096,inf,,,40.439639,-118.40947649999998,39.7423729,-121.8490117
32027,6932645,inf,,,40.439639,-118.40947649999998,38.7662164,-121.2493273
32029,6880130,inf,,,39.4383853,-119.5246462,39.52394552,-119.7947324
32029,6932645,inf,,,39.4383853,-119.5246462,38.7662164,-121.2493273
32029,6930037,inf,,,39.4383853,-119.5246462,38.66805719,-121.3138975
32033,6870220,inf,,,39.21041731865066,-115.08710731618318,40.24714479,-111.6673423
32033,6870141,inf,,,39.21041731865066,-115.08710731618318,40.65943656,-111.8939857
32033,6870290,inf,,,39.21041731865066,-115.08710731618318,40.68699267,-111.8570584
