origin_id,destination_id,duration_min,valhalla_status_code,valhalla_error,origin_lat,origin_lon,destination_lat,destination_lon
04025,6860021,inf,,,34.62472490519278,-112.2907557994084,35.20901918,-111.644956
04025,6860013,inf,,,34.62472490519278,-112.2907557994084,33.61069571,-112.1803858
04025,6860027,inf,,,34.62472490519278,-112.2907557994084,33.4643091,-112.3536495
04025,6860016,inf,,,34.62472490519278,-112.2907557994084,33.38922693,-111.8747246
04025,6860250,inf,,,34.62472490519278,-112.2907557994084,33.46565458,-112.0594905
04025,6860280,inf,,,34.62472490519278,-112.2907557994084,33.4803646,-112.0786106
04025,6860325,inf,,,34.62472490519278,-112.2907557994084,33.66599832,-112.1171721
04025,6860253,inf,,,34.62472490519278,-112.2907557994084,33.56781116,-112.0711452
04025,6860210,inf,,,34.62472490519278,-112.2907557994084,33.4801919,-112.0418854
04025,6860255,inf,,,34.62472490519278,-112.2907557994084,33.45849958,-112.0249903
04025,6860376,inf,,,34.62472490519278,-112.2907557994084,33.48771012,-111.9238381
