origin_id,destination_id,duration_min,valhalla_status_code,valhalla_error,origin_lat,origin_lon,destination_lat,destination_lon
48359,6742372,inf,,,35.4019206,-102.5976203,33.59082227,-101.888052
48359,6742360,inf,,,35.4019206,-102.5976203,33.57775806,-101.892187
48359,6740038,inf,,,35.4019206,-102.5976203,33.57405006,-101.9009692
48377,6741225,inf,,,29.87652045963035,-104.20356933336576,31.7567836,-106.3512892
48377,6741240,inf,,,29.87652045963035,-104.20356933336576,31.77073218,-106.4343488
48377,6740038,inf,,,29.87652045963035,-104.20356933336576,33.57405006,-101.9009692
49025,6860021,inf,,,37.16461687423854,-112.28839787774507,35.20901918,-111.644956
49025,6880069,inf,,,37.16461687423854,-112.28839787774507,36.13194658,-115.1367957
49025,6880071,inf,,,37.16461687423854,-112.28839787774507,36.15899202,-115.1674611
49031,6870220,inf,,,38.3358805,-112.1293755,40.24714479,-111.6673423
49031,6870141,inf,,,38.3358805,-112.1293755,40.65943656,-111.8939857
49031,6870290,inf,,,38.3358805,-112.1293755,40.68699267,-111.8570584
