GEOID,bei,hotspot_tier,driver_breakdown
27155460200,100.0,high,supply=1.00;access=1.00;peds=1.00;capacity=1.00
27089080200,100.0,high,supply=1.00;access=1.00;peds=1.00;capacity=1.00
27069090100,100.0,high,supply=1.00;access=1.00;peds=1.00;capacity=1.00
27073180100,100.0,high,supply=1.00;access=1.00;peds=1.00;capacity=1.00
27073180200,100.0,high,supply=1.00;access=1.00;peds=1.00;capacity=1.00
